poi_id,poi_name,poi_type,poi_subtype,commentId,content,score,touristTypeDisplay,timeDuration,publishTypeTag,sortType,commentTagId
83017,三江源国家级自然保护区,自然观赏型,国家公园,166314086,无意间🉐️到的信息改变了我们回程的方向。驱车进入昆仑山三江源自然保护区。保护区是一望无际的戈壁滩，一般游客是不会前往的。路遇从保护区出来的驴友，他们大力推荐我们一定要前往保护区内的玉珠峰大本营。为了欣赏到最美的景色，我们坚持往里走。只是路途并不是想像中那么容易。好在我们的团友司机车技过硬，大家协作闯过一道道难关，终于顺利到达目的地。,5.0,,,2021-04-24 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,163517376,美丽而神秘的三江源，地处青藏高原腹地，是长江、黄河、澜沧江的发源地，素有“中华水塔”之称。这里有冰川、雪山、湿地、森林等自然资源，还有高原野生动物藏羚羊、野牦牛藏野驴、白唇鹿和旗舰物种雪豹，是世界上海拔最高的巨型国家公园,5.0,,,2020-05-25 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,164119881,青海三江源国家级自然保护区位于青藏高原腹地，青海省南部，地理位置介于东经89°24′～102°23′，北纬31°39′～36°16′之间，青海三江源国家级自然保护区属湿地类型的自然保护区。总面积39.5万平方公里。青海三江源国家级自然保护区主要保护对象是国家重点保护的藏羚羊、雪豹、兰科植物等。,5.0,,,2020-08-15 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,160008830,三江源国家级的自然保护区，素有中华水塔之美誉，是中国面积最大，世界海拔最高的保护区。自然风景使她成为玉树的一道靓丽的风景线，观光、探险、摄影的最佳地。,5.0,,,2019-07-31 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,178127007,三江源国家级自然保护区，位于青藏高原腹地、青海省南部，截至2020年2月，总面积12.31万平方公里。辖12个乡镇、53个行政村。是长江、黄河、澜沧江三大河流的发源地，被誉为中华水塔、亚洲水塔，[1]是中国面积最大的自然保护区；中国海拔最高的天然湿地；世界高海拔地区生物多样性最集中的自然保护区。,5.0,,,2023-08-04 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,172084429,青海玉树三江源自然保护区也叫三江源公园，这是世界屋脊的公园，三江源是长江、黄河、和澜沧江的水源源头，这里也是现在旅游的热门景区。,5.0,,,2022-08-12 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,168536799,三江源是以长江、黄河、澜沧江三条大江大河源头生态系统为主要保护对象的自然保护区，保护对象复杂、地理区位独特，根据保护区主体功能确定为以高原湿地生态系统为主体功能的自然保护区网络。,5.0,,,2021-11-27 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,160216973,可可西里三江源头是长江、黄河、澜沧江的发源地，是中华水塔。三江最起始发源地洁净而神秘，才能保证流经各地的江河生生不息，养育了一代又一代国人。,5.0,,,2019-08-10 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,168592432,三江源是以长江、黄河、澜沧江三条大江大河源头生态系统为主要保护对象的自然保护区，保护对象复杂、地理区位独特，是以高原湿地生态系统为主体功能的自然保护区网络。,5.0,,,2021-12-02 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,160845439,这里是中国水源最丰富的地区，也是世界生物非常多的景区，所以许多人来此取景。,5.0,,,2019-09-09 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,159227848,在猫儿山可以游览到如此大自然的景色，很不错，端午假期朋友出游，景色还不错，但是下雨了，气温相对比较低，幸好朋友带上了防寒衣物，但是玩耍的蛮开心的，不错不错哟……,5.0,,,2019-06-09 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,168571187,青海三江源国家级自然保护区， 河流密布、湖泊、沼泽众多， 雪山冰川广布，是世界上海拔最高、 面积最大、分布最集中的地区。,5.0,,,2021-11-30 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,163871020,三江源一直以来都是一块宝地，水草丰美、物种多样，只是近年来因为缺乏妥善保护和合理开发，生态活力有所下降，国家正式公布“三江源国家公园”，这里将成为“中国第一个国家公园”。,3.0,,,2020-07-19 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,166141528,三江源自然保护区是指的长江，黄河，澜沧江这三条江的源头自然保护区，又称中华水塔，是我国海拨最高，面积最大的自然保护区，主要保护动物有藏玲羊，雪豹等。,4.0,,,2021-04-08 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,163524478,现在改名为国家公园，据称是我国首个国家公园，不太明白这首个是怎么算的，可能是因为以前的那些都挂着具体分类？不太清楚，路程是够艰难的，这大大抵消了乐趣。景色不错，可能是很少见的山清水秀了！,3.0,,,2020-05-26 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,167440657,一直对这里有种神秘的感觉，一直觉得它是个荒凉无人烟，只有藏羚羊的地方。经常看报道都有探险者在那失踪，感觉是个很可怕的地方。这次有幸过来还看见了狼,4.0,,,2021-08-14 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,164688474,三江源地区位于我国的西部，平均海拔3500--4800米，是世界屋脊--青藏高原的腹地、青海省南部，为孕育中华民族、中南半岛悠久文明历史的世界著名江河：长江、黄河和澜沧江的源头汇水区。,3.0,,,2020-10-07 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,161672549,三江源地区是长江、黄河、澜沧江的发源地，也是亚洲最重要的生态安全屏障和全球最敏感的气候启动区之一。设立国家公园对它来说意义重大！这里景色美极了。,5.0,,,2019-10-23 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,161672641,在我国青海省南部有一个地方，雪山连绵、湖泊如珠，白唇鹿和雪豹在这里闲适漫步……这等仙境即将在2020年被正式设立为国家公园！它就是——三江源。,5.0,,,2019-10-23 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,168595831,驾车海西游，途径三江源自然保护区。青海三江源国家级自然保护区内气候属青藏高原气候系统，为典型的高原大陆性气候，表现为冷热两季交替，干湿两季分明，年温差小，日温差大，日照时间长，辐射强烈，无四季区分的气候特征。,5.0,,,2021-12-02 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,165592777,三江源自然保护区位于青藏高原腹地，青海省南部，西南与西藏自治区接壤，东部与四川省毗邻，北部与青海省蒙古族藏族自治州都兰县相接。总面积36.6万平方公里，包括17个县市，占青海省土地总面积的43.88%，总人口占55.72万，居民以藏族为主。三江源自然保护区是中国面积最大的自然保护区，也是世界高海拔地区生物多样性最集中的地区和生态最敏感的地区。2000年8月19日，为了保护三江源的自然资源，三江源自然保护区纪念碑正式落成揭碑，它也标志着三江源自然保护区的正式成立。,4.0,,,2021-01-22 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,175141461,青海三江源国家级自然保护区位于青藏高原腹地，青海省的南部。青海三江源国家级自然保护区属湿地类型的自然保护区，主要保护对象是国家重点保护的藏羚羊、雪豹、兰科植物等。,5.0,,,2023-03-10 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,164440250,澜沧江，黄河，长江南源三条江河发源于此。平均海拔四千二百米，2400平方公里的雪山和冰川！长江总水量的百分之25，黄河的百分之四十九，澜沧江的百分之十五都来自这里！,3.0,,,2020-09-15 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,171648357,夏日，三江源自然保护区水草丰茂，风光壮美。,5.0,,,2022-07-20 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,167947512,水资源一定要好好的保护并妥善科学规划利用,5.0,,,2021-10-10 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,166620345,地处高原，环境非常的好，基本没有污染。,5.0,,,2021-05-22 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,166298375,景色非常优美，非常壮观，震撼无比,5.0,,,2021-04-22 发布点评,,
83017,三江源国家级自然保护区,自然观赏型,国家公园,164445616,2008年九月三江源头考察队立下的钢铁地标。圆圆的看着像放大的铁钉，没像以前那样刻石立碑因为环保,3.0,,,2020-09-16 发布点评,,
145378555,互助油嘴湾生态文化景区,自然观赏型,生态景区,185892498,昨天去油嘴湾滑道上山，有位80多岁的老人在滑道上跌倒了。检票人员反应不当，不知道关闭电源，急于检票。还好虚惊一场。有待于改进,4.0,,,2024-07-12 发布点评,,
145378555,互助油嘴湾生态文化景区,自然观赏型,生态景区,188302955,服务员态度跟不上节奏，没有任何素质可言。老板吃亏，花钱请的都是败财者,1.0,,,2024-08-04 发布点评,,
56808828,仓央嘉措文化广场,文化康乐型,文化小镇,165640635,仓央嘉措到底有没有写过那么多情诗，我个人以为是没有的，但约定俗成很厉害，所以……嗯。  具体到这个广场，倒颇有佛性——至少驻足于此，会莫名有些感伤。也许是空旷到寂寞的海天一色，也许是随风飘荡却无人问津的风铃，亦或是许久无人小皙的晚亭，令人一阵阵悲从中来……,5.0,,,2021-01-31 发布点评,,
