poi_id,poi_name,poi_type,poi_subtype,commentId,content,score,touristTypeDisplay,timeDuration,publishTypeTag,sortType,commentTagId
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,199185211,挺好的，带孩子来了好几次，每次都得玩半天。很有教育意义。里面很多科学实验，扫码有讲解。对于上学的孩子来说很合适。票价不贵，定时还有演出。,4.0,,4小时,2024-12-08 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,198931979,带孩子去过，挺有教育意义的，里面挺大，很多可以玩的，适合6岁以上的孩子，太小的很多玩不了，因为不理解。我家孩子很喜欢。,5.0,,,2024-12-02 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,165332892,长春edong科学公园真是一个大人孩子都可以玩的好地方，和老公一起去玩了一天都没玩够。地点在商场里面吃饭购物都很方便。,5.0,,,2020-12-18 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,165421766,非常好玩，值得推荐，孩子非常喜欢，据说有三千平，很大，项目也很多，主要能学到很多科学知识，老少皆宜，我和他爸爸也玩的不亦乐乎,5.0,,,2020-12-30 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,172803276,大老远的去体验一下，开始服务人员热情介绍，后来就是问了才告诉，自己和孩子错过了几个项目，都没见到长啥样，回来***才知道还有蘑菇云等好多呢，洗手池有热水很不错，环境干净，3人259.家长都说有点小贵，除了离我远，其他挺好的,4.0,家庭亲子,,2022-09-25 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,167561610,孩子非常喜欢这里 很多科学知识 就是一般的家长也不能全部见过的 确实不错 值得一去的地方 停车也算方便 吃饭也很方便 可以玩一整天的地方,5.0,家庭亲子,,2021-08-31 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,167116012,感觉一般，可能是去过科技馆，期望高了吧。这点设施真不如去科技馆了，还不花钱😓,4.0,,,2021-07-11 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,166437032,还不错，如果各种实验的说明能够有语音或者配图就好了。有些设备应该是都坏了，没有及时修，无法实验。各种科学原理能讲得生动细致就更好了。,4.0,家庭亲子,,2021-05-04 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,166501107,很好 寓教于乐总体超赞，有趣好玩，,5.0,家庭亲子,,2021-05-09 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,166510606,很适合男孩子,5.0,家庭亲子,,2021-05-10 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,172258803,小孩玩的很开心,4.0,家庭亲子,,2022-08-21 发布点评,,
106196645,edong科学公园(钜城华亿广场店),知识科普型,科技馆,179812973,很小！趣味性不好有好多东西都玩不了！全城就交个三个讲解剩下的都不知道是干啥的体验特别不好！总体比较乏味？孩子对科学更没有兴趣了,1.0,家庭亲子,,2023-11-19 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,158115139,在摩天活力城四楼 80cm以下免票 80cm以上儿童票 现在有活动我办了一张五次的卡299 两大一小是200 多 感觉办卡合适吧 但是有效期就三个月 里面很干净，关键是工作人员都太尽责 会主动和小朋友互动 让小朋友去摸、去喂各种动物 尤其是在龙猫那片的帅锅，给了个镜头 哈哈 好几次主动陪我家宝宝来玩，给她东西喂动物 让人感觉很舒服 宝宝实在太爱这里了 虽然才两岁 但是喂动物丝毫不害怕 超给力 和小鸟互动的时候 也是超爱[爱心] 不过好像有一只小鸟抓到宝宝了 导致后期禁止互动 搞笑死了,5.0,,,2019-03-14 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,161382281,那是相当之贵呀，从郑州看到长春，都是一个意思，不过现在也没啥可玩的了，整体来讲还算凑合吧，肯定还得去啊。,3.0,,,2019-10-06 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,164416376,孩子喜欢这种地方，一般般啦，里面东西太贵，一个鹦鹉200块，哈哈哈,4.0,,,2020-09-13 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,163825938,动物挺多的，每隔一段时间会有小动物表演！袋鼠也是有放风时间，可以近距离互动，非常可爱！体验很好，值得推荐，小朋友可以玩的很开心，因为所有的动物都可以近距离接触,5.0,家庭亲子,,2020-07-13 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,166808297,总体超赞，,5.0,情侣夫妻,,2021-06-12 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,167964257,环境卫生都真心不错，值得你拥有,5.0,,,2021-10-12 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,166795567,【景色】很不错 【趣味】很有意思。 【性价比】比较合理。,4.0,,,2021-06-11 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,160914403,里面很多小动物，可以进距离看和喂食，孩子玩挺有意思，也就适合逛2、3个小时就够了,5.0,,,2019-09-14 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,160808554,里面动物真的少的可怜，觉得根本不值这个价位，门票太贵了,3.0,,,2019-09-06 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,166123538,带小孩子看看热闹还行😁可怜的动物们都在里面憋疯了,3.0,,,2021-04-04 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,164255332,不是很大  适合孩子  一个多小时就能完事  门票有些小贵  孩子80厘米就要票了 别的地方都1米或者1.2  ,4.0,家庭亲子,,2020-08-26 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,158788463,里面动物一点都不多，票价完全不值,3.0,,,2019-05-12 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,163757236,有趣好玩，景色不错，值得推荐，,5.0,家庭亲子,,2020-07-02 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,162137798,服务态度非常不错,5.0,,,2019-11-28 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,221865806,好好，非常不错,5.0,家庭亲子,1小时,2025-08-25 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,163719210,有趣好玩，孩子很开心，里面的工作人员也不错,4.0,家庭亲子,,2020-06-26 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,161311889,很一般很一般，太小了。在青岛去过一次比这强百倍。,3.0,,,2019-10-04 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,161195762,门票100多，但是动物确特别少，没什么意思,2.0,,,2019-09-28 发布点评,,
57154269,FUTURE ZOO未来动物城,知识科普型,动物园,159188245,太小了，夏天到了里面味道很重，细菌太多了感觉不卫生，带孩子不建议去。,1.0,,,2019-06-06 发布点评,,
