poi_id,poi_name,poi_type,poi_subtype,commentId,content,score,touristTypeDisplay,timeDuration,publishTypeTag,景点名
22867186,东湖生态旅游景区,自然观赏型,生态景区,171814444,嘉峪关市中心的东湖公园是由3个人工湖围着一座海豚造型的气象塔组成，气象塔的外形宛若刚从碧海中跃出的一只海豚，在夜灯中非常耀眼。,4.0,,,2022-08-05 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,158328241,嘉峪关现代人工湖生态景区，隔壁荒漠中的的绿化奇观，嘉峪关市民的私家花园，景色壮美宜人，夏日休闲避暑的绝佳去处。近可观鱼，远可看到祁连山顶连绵不绝的雪峰。湖水质优良，竟有娃娃鱼活在里面。有三个湖面，环湖红色塑胶跑道长五公里，走在上面，尽享夏日天高云扩，鸟语花香。,5.0,,,2019-04-08 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,222655161,嘉峪关东湖公园位于嘉峪关市区，交通十分便利，园内风景优美，景色宜人，冬暖夏凉，是避暑的好地方，里面植被茂盛，水质干净，是当地人休闲娱乐，亲子露营的首选地，我是出差路过，所以进去转了转，感觉非常好，周边吃饭住宿都十分方便，推荐。,5.0,家庭亲子,2小时,2025-09-02 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,164805876,东湖公园位于嘉峪关大唐美食街南边，仅隔着一条大街，公园非常大。公园里面可以分为两部分，东湖、气象台。东湖面积很大，沿湖修有健身步道，有电瓶车可供乘用；气象台周边的景色更美，绿树、鲜花、溪流…,4.0,,,2020-10-17 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,163853270,嘉峪关市的东湖生态旅游景区位于镜铁区的和诚东路与新华南路交叉口附近。是一个呈现为长方形的东西走向占地面积比较大的城市生态景区，拥有三座漂亮的湖泊。,4.0,,,2020-07-18 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,222838736,东湖景区位于嘉峪关市区的主城区，景色十分优美，园内植被茂盛，冬暖夏凉，是夏天避暑的好地方，适合带家人，带孩子进行一场露营活动，周边交通非常方便，配套设施完善，吃饭住宿也都十分方便，这是嘉峪关的网红景点之一，来的人必须打卡的景点之一。,5.0,家庭亲子,2小时,2025-09-03 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,158974353,感觉似乎现在每个城市都有一个城市公园。我家的县，地级市都规划了。这边的特点应该是塑胶跑道和一个西北最大的气象塔吧。还做成海豚形状的科技馆,4.0,,,2019-05-28 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,159996730,东湖生态旅游景区内有面积挺大的人工湖，与西部明珠广场相邻，景区环境优美，公园是国家4A级景区，还免费开放，景区内有好几处水景，建设的挺好的，湖边绿树成荫，整个景区慢慢逛下来，感觉空气清新，心旷神怡。,4.0,,,2019-07-29 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,202763653,景色秀丽，面积够大，是个休闲运动的好地方。,5.0,家庭亲子,3小时,2025-02-01 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,169414718,东湖生态旅游景区，就在宾馆附近，所以步行过去。进入之后，在湖边拍照，远处有铁人三项的雕塑。在西北干旱地区能有这么大一个天然湖，还真不容易。整个景区很大，也就走了一小部分吧。,4.0,,,2022-02-07 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,157506505,东湖是AAAA景区，里面有一大二小三个湖，整个走下来要一个多小时，夏天里面绿树成荫，干净美丽，健步行的，跳舞的，遛弯的，非常热闹，还有湖上快艇，如果到嘉峪关旅游，晚上可以到这里遛达一下，也有环湖车，建议步行，没时间可以环小湖，里面含氧量很高，非常凉爽舒服。,5.0,,,2018-12-25 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,160439623,不错的景色，到了嘉峪关记得来看看。。。,5.0,,,2019-08-17 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,161559071,塞外江南，公园很大，绿化做的很好,5.0,,,2019-10-15 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,160998338,第一次来，真的漂亮，第一次在西北见到这么大的湖，漂亮极了，转了三分之一就用了一上午，转一圈得一整天，建议大家有时间一定转转！,5.0,,,2019-09-18 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,164072747,真的是很大，景点宜人，空气新鲜，真的有住上一个月的冲动，规划漂亮，就是少点餐饮，没吃的！去的时候要带点吃的！,5.0,,,2020-08-10 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,170268267,很值得去的地方，戈壁滩上建起来的，鸟语花香，绿树成荫，湖波荡漾，海豚塔很美。,5.0,,,2022-04-15 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,176028216,【景色】景色不错啊哈哈 【趣味】趣味性很强呀呀呀 【性价比】性价比比较高呀呀呀,5.0,,,2023-06-02 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,171561829,戈壁明珠海豚🐬塔，4A级东湖生态旅游景区，绿树成荫，湖波荡漾，鸟语花香。,5.0,,,2022-07-15 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,169129322,来到钢城，东湖生态旅游景区就像一颗璀璨夺目的明珠镶嵌戈壁滩，城市的肺。,5.0,,,2022-01-14 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,173426496,很值得去，景色很美，多项体育赛事在这里举办，绿树成荫，湖波荡漾。,5.0,,,2022-11-01 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,173045146,【景色】景色宜人 【趣味】趣味性进去感受很好 【性价比】性价比比较高,5.0,,,2022-10-09 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,170840342,【景色】景色真美 【趣味】趣味性很强 【性价比】性价比很高很高的,5.0,,,2022-05-29 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,170805216,【景色】景色真美 【趣味】趣味性很强 【性价比】性价比比较高,5.0,,,2022-05-26 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,174939375,【景色】景色不错 【趣味】趣味性很强 【性价比】性价比很高,5.0,,,2023-02-17 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,174789551,很值得去，戈壁明珠，景色很美，规模大休闲娱乐好去处。,5.0,,,2023-02-02 发布点评,东湖生态旅游景区
22867186,东湖生态旅游景区,自然观赏型,生态景区,178131334,景色很美，戈壁明珠，三湖相连，铁人三项赛比赛场地。,5.0,,,2023-08-04 发布点评,东湖生态旅游景区
